,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,dominant_topic
Doc11770,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,13
Doc11771,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,13
Doc11772,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16
Doc11773,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.13,0.26,0.01,0.01,0.01,0.01,0.01,0.01,18
Doc11774,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.34,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.01,16
Doc11775,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
Doc11776,0.01,0.01,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.13,0.13,0.01,0.01,0.01,0.01,0.01,2
Doc11777,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.13,0.01,0.13,0.13,0.01,0.13,0.01,0.01,0.13,0.01,0.01,0.01,9
Doc11778,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.38,0.01,0.01,22
Doc11779,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,16
Doc11780,0.0,0.0,0.23,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Doc11781,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,13
Doc11782,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0
Doc11783,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.41,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
Doc11784,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.13,0.26,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,12
Doc11785,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.26,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
Doc11786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
Doc11787,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.28,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,14
Doc11788,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,9
Doc11789,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.23,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.17,16
Doc11790,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.17,10
Doc11791,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc11792,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.0,0.29,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,9
Doc11793,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,2
Doc11794,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,19
Doc11795,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,4
Doc11796,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.01,0.38,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.13,14
Doc11797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16
Doc11798,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,9
Doc11799,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,16
Doc11800,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,16
Doc11801,0.21,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0
Doc11802,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
Doc11803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.23,0.0,0.0,22
Doc11804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.34,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,9
Doc11805,0.13,0.01,0.01,0.01,0.01,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,16
Doc11806,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,4
Doc11807,0.01,0.01,0.01,0.25,0.01,0.25,0.01,0.01,0.01,0.13,0.13,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
Doc11808,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.17,0.09,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.0,0.0,0.0,19
Doc11809,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,12
Doc11810,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,12
Doc11811,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,14
Doc11812,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,6
Doc11813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.37,0.09,0.0,0.28,21
Doc11814,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
Doc11815,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,3
Doc11816,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.15,0.15,8
Doc11817,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
Doc11818,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
Doc11819,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,11
Doc11820,0.15,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
Doc11821,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.41,0.01,0.01,0.01,0.01,0.01,19
Doc11822,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,11
Doc11823,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,8
Doc11824,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,8
Doc11825,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,5
Doc11826,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,5
Doc11827,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.26,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,14
Doc11828,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,23
Doc11829,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,15
Doc11830,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.15,3
Doc11831,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,15
Doc11832,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,15
Doc11833,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.21,0.01,15
Doc11834,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.15,0.01,0
Doc11835,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.38,0.01,23
Doc11836,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,16
Doc11837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.56,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,12
Doc11838,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13
Doc11839,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,23
Doc11840,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
Doc11841,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,24
Doc11842,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc11843,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc11844,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,11
Doc11845,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,8
Doc11846,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.1,6
Doc11847,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0
Doc11848,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,22
Doc11849,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,8
Doc11850,0.01,0.01,0.01,0.01,0.26,0.25,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,4
Doc11851,0.13,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.01,0.13,0.01,0.01,3
Doc11852,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.01,11
Doc11853,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,8
Doc11854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.23,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,8
Doc11855,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,8
Doc11856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.15,0.15,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16
Doc11857,0.01,0.01,0.01,0.29,0.01,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.15,3
Doc11858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.0,0.09,0.0,0.0,0.0,0.0,9
Doc11859,0.01,0.17,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
Doc11860,0.15,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,3
Doc11861,0.09,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.09,3
Doc11862,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15
Doc11863,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.26,0.01,0.13,22
